academyinfo_school_id,school_name_2023,school_name_2024,school_full_name_2023,school_full_name_2024,school_division_2023,school_division_2024,school_kind_2023,school_kind_2024,branch_2023,branch_2024,region_2023,region_2024,academyinfo_enrollment_2023,academyinfo_enrollment_2024,edss_exact_open_id_count_2023,edss_exact_open_id_count_2024,edss_exact_open_ids_2023,edss_exact_open_ids_2024,candidate_open_id,candidate_method,resolution_status
0002654,인하공업전문대학,인하공업전문대학,인하공업전문대학 _ 본교,인하공업전문대학 _ 본교,전문대학,전문대학,전문대학,전문대학,본교,본교,인천,인천,10603,10815,1,1,7217154502,7217154502,7217154502,academyinfo_two_year_exact_enrollment_school_context,candidate_two_year_exact_enrollment
0002655,제주한라대학교,제주한라대학교,제주한라대학교 _ 본교,제주한라대학교 _ 본교,전문대학,전문대학,전문대학,전문대학,본교,본교,제주,제주,8588,7701,1,1,3780793607,3780793607,3780793607,academyinfo_two_year_exact_enrollment_school_context,candidate_two_year_exact_enrollment
0002656,청암대학교,청암대학교,청암대학교 _ 본교,청암대학교 _ 본교,전문대학,전문대학,전문대학,전문대학,본교,본교,전남광주,전남광주,2898,2759,1,1,7502644538,7502644538,7502644538,academyinfo_two_year_exact_enrollment_school_context,candidate_two_year_exact_enrollment
0002657,충남도립대학교,충남도립대학교,충남도립대학교 _ 본교,충남도립대학교 _ 본교,전문대학,전문대학,전문대학,전문대학,본교,본교,충남,충남,1507,1443,1,1,9276983737,9276983737,9276983737,academyinfo_two_year_exact_enrollment_school_context,candidate_two_year_exact_enrollment
0002658,포항대학교,포항대학교,포항대학교 _ 본교,포항대학교 _ 본교,전문대학,전문대학,전문대학,전문대학,본교,본교,경북,경북,1948,1904,1,1,9691908597,9691908597,9691908597,academyinfo_two_year_exact_enrollment_school_context,candidate_two_year_exact_enrollment
0002659,한국복지대학교,한국복지대학교,한국복지대학교 _ 본교,한국복지대학교 _ 본교,전문대학,전문대학,전문대학,전문대학,본교,본교,경기,경기,614,405,1,1,1560480296,1560480296,1560480296,academyinfo_two_year_exact_enrollment_school_context,candidate_two_year_exact_enrollment
0002660,인천대학교,인천대학교,인천대학교 _ 본교,인천대학교 _ 본교,대학,대학,대학교,대학교,본교,본교,인천,인천,15656,15640,0,0,,,,,unresolved_two_year_exact_match_not_unique
0002712,신한대학교,신한대학교,신한대학교 _ 본교,신한대학교 _ 본교,대학,대학,대학교,대학교,본교,본교,경기,경기,7961,7915,0,0,,,,,unresolved_two_year_exact_match_not_unique
0002726,단국대학교,단국대학교,단국대학교 _ 제2캠퍼스,단국대학교 _ 제2캠퍼스,대학,대학,대학교,대학교,제2캠퍼스,제2캠퍼스,충남,충남,,,0,0,,,,,unresolved_missing_two_year_numeric_enrollment
0002744,경동대학교,경동대학교,경동대학교 _ 제4캠퍼스,경동대학교 _ 제4캠퍼스,대학,대학,대학교,대학교,제4캠퍼스,제4캠퍼스,경기,경기,,,0,0,,,,,unresolved_missing_two_year_numeric_enrollment
0002748,가야대학교(김해),가야대학교(김해),가야대학교(김해) _ 본교,가야대학교(김해) _ 본교,대학,대학,대학교,대학교,본교,본교,경남,경남,2153,2012,1,1,4998354494,4998354494,4998354494,academyinfo_two_year_exact_enrollment_school_context,candidate_two_year_exact_enrollment
0002749,가야대학교(고령),가야대학교(고령),가야대학교(고령) _ 제2캠퍼스,가야대학교(고령) _ 제2캠퍼스,대학,대학,대학교,대학교,제2캠퍼스,제2캠퍼스,경북,경북,,,0,0,,,,,unresolved_missing_two_year_numeric_enrollment
0002800,신한대학교,신한대학교,신한대학교 _ 제2캠퍼스,신한대학교 _ 제2캠퍼스,대학,대학,대학교,대학교,제2캠퍼스,제2캠퍼스,경기,경기,,,0,0,,,,,unresolved_missing_two_year_numeric_enrollment
0002911,을지대학교,을지대학교,을지대학교 _ 제3캠퍼스,을지대학교 _ 제3캠퍼스,대학,대학,대학교,대학교,제3캠퍼스,제3캠퍼스,경기,경기,,,0,0,,,,,unresolved_missing_two_year_numeric_enrollment
0002949,홍익대학교,홍익대학교,홍익대학교 _ 제2캠퍼스,홍익대학교 _ 제2캠퍼스,대학,대학,대학교,대학교,제2캠퍼스,제2캠퍼스,세종,세종,,,0,0,,,,,unresolved_missing_two_year_numeric_enrollment
0002959,상명대학교,상명대학교,상명대학교 _ 제2캠퍼스,상명대학교 _ 제2캠퍼스,대학,대학,대학교,대학교,제2캠퍼스,제2캠퍼스,충남,충남,,,0,0,,,,,unresolved_missing_two_year_numeric_enrollment
0002971,군산간호대학교,군산간호대학교,군산간호대학교 _ 본교,군산간호대학교 _ 본교,전문대학,전문대학,전문대학,전문대학,본교,본교,전북,전북,1288,1272,1,1,6878157615,6878157615,6878157615,academyinfo_two_year_exact_enrollment_school_context,candidate_two_year_exact_enrollment
0002972,기독간호대학교,기독간호대학교,기독간호대학교 _ 본교,기독간호대학교 _ 본교,전문대학,전문대학,전문대학,전문대학,본교,본교,전남광주,전남광주,651,673,1,1,8612184822,8612184822,8612184822,academyinfo_two_year_exact_enrollment_school_context,candidate_two_year_exact_enrollment
0002973,서울여자간호대학교,서울여자간호대학교,서울여자간호대학교 _ 본교,서울여자간호대학교 _ 본교,전문대학,전문대학,전문대학,전문대학,본교,본교,서울,서울,937,960,1,1,3049030125,3049030125,3049030125,academyinfo_two_year_exact_enrollment_school_context,candidate_two_year_exact_enrollment
0002974,조선간호대학교,조선간호대학교,조선간호대학교 _ 본교,조선간호대학교 _ 본교,전문대학,전문대학,전문대학,전문대학,본교,본교,전남광주,전남광주,824,820,1,1,1187306702,1187306702,1187306702,academyinfo_two_year_exact_enrollment_school_context,candidate_two_year_exact_enrollment
0003019,한국농수산대학교,한국농수산대학교,한국농수산대학교 _ 본교,한국농수산대학교 _ 본교,전문대학,전문대학,전문대학,전문대학,본교,본교,전북,전북,2031,1898,1,1,8106570184,8106570184,8106570184,academyinfo_two_year_exact_enrollment_school_context,candidate_two_year_exact_enrollment
0003022,한국전통문화대학교,한국전통문화대학교,한국전통문화대학교 _ 본교,한국전통문화대학교 _ 본교,대학,대학,대학교,대학교,본교,본교,충남,충남,728,730,1,1,3459668815,3459668815,3459668815,academyinfo_two_year_exact_enrollment_school_context,candidate_two_year_exact_enrollment
0003139,한국에너지공과대학교,한국에너지공과대학교,한국에너지공과대학교 _ 본교,한국에너지공과대학교 _ 본교,대학,대학,대학교,대학교,본교,본교,전남광주,전남광주,209,308,1,1,3329069375,3329069375,3329069375,academyinfo_two_year_exact_enrollment_school_context,candidate_two_year_exact_enrollment
0003193,,영산대학교(해운대),,영산대학교(해운대) _ 본교,,대학,,대학교,,본교,,부산,,6719,0,0,,,,,unresolved_missing_two_year_numeric_enrollment
0003194,,영산대학교(양산),,영산대학교(양산) _ 제2캠퍼스,,대학,,대학교,,제2캠퍼스,,경남,,,0,0,,,,,unresolved_missing_two_year_numeric_enrollment
