source,catalog_code,dataset,field_position,original_field_name,korean_meaning,storage_type,observed_value_type,unit,missing_value_definition,observed_missing_tokens,first_year,last_year,identifier_role
고등교육통계,0319,교원현황_전문대_위탁생포함,26,전문대_초빙교원환산인원수,전문대_초빙교원환산인원수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2013,
고등교육통계,0319,교원현황_전문대_위탁생포함,27,전문대_위탁생포함_위탁생포함재학생교원법정정원수,전문대_위탁생포함_위탁생포함재학생교원법정정원수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2014,2024,
고등교육통계,0319,교원현황_전문대_위탁생포함,28,전문대_위탁생포함_겸임교원환산인원수,전문대_위탁생포함_겸임교원환산인원수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2014,2024,
고등교육통계,0319,교원현황_전문대_위탁생포함,29,전문대_위탁생포함_초빙교원환산인원수,전문대_위탁생포함_초빙교원환산인원수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2014,2024,
고등교육통계,0319,교원현황_전문대_위탁생포함,30,전문대_위탁생포함_편제전임교원확보율,전문대_위탁생포함_편제전임교원확보율,string,decimal-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2014,2024,
고등교육통계,0319,교원현황_전문대_위탁생포함,31,전문대_위탁생포함_재학전임교원확보율,전문대_위탁생포함_재학전임교원확보율,string,decimal-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2014,2024,
고등교육통계,0319,교원현황_전문대_위탁생포함,32,전문대_위탁생포함_편제겸임포함교원확보율,전문대_위탁생포함_편제겸임포함교원확보율,string,decimal-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2014,2024,
고등교육통계,0319,교원현황_전문대_위탁생포함,33,전문대_위탁생포함_재학초빙포함교원확보율,전문대_위탁생포함_재학초빙포함교원확보율,string,decimal-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2014,2024,
고등교육통계,0319,교원현황_전문대_위탁생포함,34,전문대_위탁생포함_초빙포함편제정원교원1인당학생수,전문대_위탁생포함_초빙포함편제정원교원1인당학생수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2014,2024,
고등교육통계,0319,교원현황_전문대_위탁생포함,35,전문대_위탁생포함_초빙포함재학생교원1인당학생수,전문대_위탁생포함_초빙포함재학생교원1인당학생수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2014,2024,
고등교육통계,0319,교원현황_전문대_위탁생포함,36,전문대_위탁생포함_전임편제정원교원1인당학생수,전문대_위탁생포함_전임편제정원교원1인당학생수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2014,2024,
고등교육통계,0319,교원현황_전문대_위탁생포함,37,전문대_위탁생포함_전임및재학생교원1인당학생수,전문대_위탁생포함_전임및재학생교원1인당학생수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2014,2024,
고등교육통계,0319,교원현황_전문대_위탁생포함,38,전문대_위탁생포함_편제겸임교원인정인원수,전문대_위탁생포함_편제겸임교원인정인원수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2014,2024,
고등교육통계,0319,교원현황_전문대_위탁생포함,39,전문대_위탁생포함_재학겸임교원인정인원수,전문대_위탁생포함_재학겸임교원인정인원수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2014,2024,
고등교육통계,0319,교원현황_전문대_위탁생포함,40,전문대_위탁생포함_편제초빙교원인정인원수,전문대_위탁생포함_편제초빙교원인정인원수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2014,2024,
고등교육통계,0319,교원현황_전문대_위탁생포함,41,전문대_위탁생포함_재학초빙교원인정인원수,전문대_위탁생포함_재학초빙교원인정인원수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2014,2024,
고등교육통계,0319,교원현황_전문대_위탁생포함,42,전문대_위탁생포함_편제초빙포함교원확보율,전문대_위탁생포함_편제초빙포함교원확보율,string,decimal-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2014,2024,
고등교육통계,0319,교원현황_전문대_위탁생포함,43,전문대_위탁생포함_재학겸임포함교원확보율,전문대_위탁생포함_재학겸임포함교원확보율,string,decimal-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2014,2024,
고등교육통계,0319,교원현황_전문대_위탁생포함,44,전문대_위탁생포함_편제학생수,전문대_위탁생포함_편제학생수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2014,2024,
고등교육통계,0319,교원현황_전문대_위탁생포함,45,전문대_위탁생포함_편제교원법정정원수,전문대_위탁생포함_편제교원법정정원수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2014,2024,
고등교육통계,0320,교원현황_전문대_학과별,1,조사년도,조사년도,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2022,candidate
고등교육통계,0320,교원현황_전문대_학과별,2,학교구분명,학교구분명,string,string,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2022,candidate
고등교육통계,0320,교원현황_전문대_학과별,3,개방ID,개방ID,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2022,candidate
고등교육통계,0320,교원현황_전문대_학과별,4,학과명,학과명,string,string,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2022,candidate
고등교육통계,0320,교원현황_전문대_학과별,5,시도명,시도명,string,string,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2022,candidate
고등교육통계,0320,교원현황_전문대_학과별,6,전문대_학과별_초빙교원환산인원수,전문대_학과별_초빙교원환산인원수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2022,
고등교육통계,0320,교원현황_전문대_학과별,7,전문대_학과별_편제전임교원확보율,전문대_학과별_편제전임교원확보율,string,decimal-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2022,
고등교육통계,0320,교원현황_전문대_학과별,8,전문대_학과별_재학전임교원확보율,전문대_학과별_재학전임교원확보율,string,decimal-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2022,
고등교육통계,0320,교원현황_전문대_학과별,9,전문대_학과별_편제겸임포함교원확보율,전문대_학과별_편제겸임포함교원확보율,string,decimal-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2022,
고등교육통계,0320,교원현황_전문대_학과별,10,전문대_학과별_재학겸임포함교원확보율,전문대_학과별_재학겸임포함교원확보율,string,decimal-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2022,
고등교육통계,0320,교원현황_전문대_학과별,11,전문대_학과별_편제초빙포함교원확보율,전문대_학과별_편제초빙포함교원확보율,string,decimal-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2022,
고등교육통계,0320,교원현황_전문대_학과별,12,전문대_학과별_재학초빙포함교원확보율,전문대_학과별_재학초빙포함교원확보율,string,decimal-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2022,
고등교육통계,0320,교원현황_전문대_학과별,13,편제전임교원1인당학생수,편제전임교원1인당학생수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2022,
고등교육통계,0320,교원현황_전문대_학과별,14,재학전임교원1인당학생수,재학전임교원1인당학생수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2022,
고등교육통계,0320,교원현황_전문대_학과별,15,편제겸임포함교원1인당학생수,편제겸임포함교원1인당학생수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2022,
고등교육통계,0320,교원현황_전문대_학과별,16,재학겸임포함교원1인당학생수,재학겸임포함교원1인당학생수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2022,
고등교육통계,0320,교원현황_전문대_학과별,17,편제초빙포함교원1인당학생수,편제초빙포함교원1인당학생수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2022,
고등교육통계,0320,교원현황_전문대_학과별,18,재학초빙포함교원1인당학생수,재학초빙포함교원1인당학생수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2022,
고등교육통계,0320,교원현황_전문대_학과별,19,전문대_학과별_겸임교원환산인원수,전문대_학과별_겸임교원환산인원수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2022,
고등교육통계,0320,교원현황_전문대_학과별,20,전문대_학과별_위탁생포함재학교원법정정원수,전문대_학과별_위탁생포함재학교원법정정원수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2013,
고등교육통계,0320,교원현황_전문대_학과별,21,전문대_학과별_편제교원법정정원수,전문대_학과별_편제교원법정정원수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2022,
고등교육통계,0320,교원현황_전문대_학과별,22,전문대_학과별_편제학생수,전문대_학과별_편제학생수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2022,
고등교육통계,0320,교원현황_전문대_학과별,23,계열구분명,계열구분명,string,string,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2014,2022,
고등교육통계,0320,교원현황_전문대_학과별,24,위탁생포함재학교원법정정원수,위탁생포함재학교원법정정원수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2014,2022,
고등교육통계,0321,교수교육훈련현황,1,조사년도,조사년도,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2022,candidate
고등교육통계,0321,교수교육훈련현황,2,학교구분명,학교구분명,string,string,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2022,candidate
고등교육통계,0321,교수교육훈련현황,3,개방ID,개방ID,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2022,candidate
고등교육통계,0321,교수교육훈련현황,4,시도명,시도명,string,string,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2022,candidate
고등교육통계,0321,교수교육훈련현황,5,교수교육_교외국외프로그램참가인원수,교수교육_교외국외프로그램참가인원수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2013,
고등교육통계,0321,교수교육훈련현황,6,교수교육_교외국내프로그램참가인원수,교수교육_교외국내프로그램참가인원수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2013,
고등교육통계,0321,교수교육훈련현황,7,교수교육_교내국외프로그램참가인원수,교수교육_교내국외프로그램참가인원수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2013,
고등교육통계,0321,교수교육훈련현황,8,교수교육_교내국내프로그램참가인원수,교수교육_교내국내프로그램참가인원수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2013,
고등교육통계,0321,교수교육훈련현황,9,교수교직원구분명,교수교직원구분명,string,string,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2014,2022,
고등교육통계,0321,교수교육훈련현황,10,교외국외프로그램참가인원수,교외국외프로그램참가인원수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2014,2022,
고등교육통계,0321,교수교육훈련현황,11,교외국내프로그램참가인원수,교외국내프로그램참가인원수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2014,2022,
고등교육통계,0321,교수교육훈련현황,12,교내국외프로그램참가인원수,교내국외프로그램참가인원수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2014,2022,
고등교육통계,0321,교수교육훈련현황,13,교내국내프로그램참가인원수,교내국내프로그램참가인원수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2014,2022,
고등교육통계,0322,교원자격증발급현황,1,조사년도,조사년도,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2015,2025,candidate
고등교육통계,0322,교원자격증발급현황,2,학교구분명,학교구분명,string,string,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2015,2025,candidate
고등교육통계,0322,교원자격증발급현황,3,개방ID,개방ID,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2015,2025,candidate
고등교육통계,0322,교원자격증발급현황,4,학생수,학생수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2015,2025,
고등교육통계,0323,국립대학배정정원및채용현황,1,조사년도,조사년도,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2022,candidate
고등교육통계,0323,국립대학배정정원및채용현황,2,학교구분명,학교구분명,string,string,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2022,candidate
고등교육통계,0323,국립대학배정정원및채용현황,3,개방ID,개방ID,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2022,candidate
고등교육통계,0323,국립대학배정정원및채용현황,4,배정인원수,배정인원수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2022,
고등교육통계,0323,국립대학배정정원및채용현황,5,미채용인원수,미채용인원수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2022,
고등교육통계,0323,국립대학배정정원및채용현황,6,채용인원수,채용인원수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2022,
고등교육통계,0324,직원연수및교육훈련실적_교원제외,1,조사년도,조사년도,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2013,candidate
고등교육통계,0324,직원연수및교육훈련실적_교원제외,2,학교구분명,학교구분명,string,string,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2013,candidate
고등교육통계,0324,직원연수및교육훈련실적_교원제외,3,개방ID,개방ID,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2013,candidate
고등교육통계,0324,직원연수및교육훈련실적_교원제외,4,교원제외_교외국외프로그램참가인원수,교원제외_교외국외프로그램참가인원수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2013,
고등교육통계,0324,직원연수및교육훈련실적_교원제외,5,교원제외_교외국내프로그램참가인원수,교원제외_교외국내프로그램참가인원수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2013,
고등교육통계,0324,직원연수및교육훈련실적_교원제외,6,교원제외_교내국외프로그램참가인원수,교원제외_교내국외프로그램참가인원수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2013,
고등교육통계,0324,직원연수및교육훈련실적_교원제외,7,교원제외_교내국내프로그램참가인원수,교원제외_교내국내프로그램참가인원수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2013,
고등교육통계,0325,전임교원재임용현황,1,조사년도,조사년도,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2012,candidate
고등교육통계,0325,전임교원재임용현황,2,학교구분명,학교구분명,string,string,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2012,candidate
고등교육통계,0325,전임교원재임용현황,3,개방ID,개방ID,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2012,candidate
고등교육통계,0325,전임교원재임용현황,4,전임교원재임용_기타탈락인원수,전임교원재임용_기타탈락인원수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2012,
고등교육통계,0325,전임교원재임용현황,5,전임교원재임용_자격미달탈락인원수,전임교원재임용_자격미달탈락인원수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2012,
고등교육통계,0325,전임교원재임용현황,6,전임교원재임용_해외연수탈락인원수,전임교원재임용_해외연수탈락인원수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2012,
고등교육통계,0325,전임교원재임용현황,7,전임교원재임용_연구실적물부족탈락인원수,전임교원재임용_연구실적물부족탈락인원수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2012,
고등교육통계,0325,전임교원재임용현황,8,전임강사재임용대상인원수,전임강사재임용대상인원수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2012,
고등교육통계,0325,전임교원재임용현황,9,조교수재임용대상인원수,조교수재임용대상인원수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2012,
고등교육통계,0325,전임교원재임용현황,10,부교수재임용대상인원수,부교수재임용대상인원수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2012,
고등교육통계,0325,전임교원재임용현황,11,교수재임용대상인원수,교수재임용대상인원수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2012,
고등교육통계,0326,전임교원승진현황,1,조사년도,조사년도,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2012,candidate
고등교육통계,0326,전임교원승진현황,2,학교구분명,학교구분명,string,string,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2012,candidate
고등교육통계,0326,전임교원승진현황,3,개방ID,개방ID,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2012,candidate
고등교육통계,0326,전임교원승진현황,4,전임교원승진_기타탈락인원수,전임교원승진_기타탈락인원수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2012,
고등교육통계,0326,전임교원승진현황,5,전임교원승진_자격미달탈락인원수,전임교원승진_자격미달탈락인원수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2012,
고등교육통계,0326,전임교원승진현황,6,전임교원승진_해외연수탈락인원수,전임교원승진_해외연수탈락인원수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2012,
고등교육통계,0326,전임교원승진현황,7,전임교원승진_연구실적물부족탈락인원수,전임교원승진_연구실적물부족탈락인원수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2012,
고등교육통계,0326,전임교원승진현황,8,전임강사승진대상인원수,전임강사승진대상인원수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2012,
고등교육통계,0326,전임교원승진현황,9,조교수승진대상인원수,조교수승진대상인원수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2012,
고등교육통계,0326,전임교원승진현황,10,부교수승진대상인원수,부교수승진대상인원수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2012,
고등교육통계,0326,전임교원승진현황,11,교수승진대상인원수,교수승진대상인원수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2012,
고등교육통계,0327,교직원연수현황,1,조사년도,조사년도,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2015,candidate
고등교육통계,0327,교직원연수현황,2,학교구분명,학교구분명,string,string,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2015,candidate
고등교육통계,0327,교직원연수현황,3,개방ID,개방ID,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2015,candidate
고등교육통계,0327,교직원연수현황,4,교직원연수종류구분명,교직원연수종류구분명,string,string,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2015,
고등교육통계,0327,교직원연수현황,5,교직원연수직업구분명,교직원연수직업구분명,string,string,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2015,
고등교육통계,0327,교직원연수현황,6,교직원연수주관구분명,교직원연수주관구분명,string,string,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2015,
고등교육통계,0327,교직원연수현황,7,시도명,시도명,string,string,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2015,candidate
고등교육통계,0327,교직원연수현황,8,연수횟수,연수횟수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2013,
고등교육통계,0327,교직원연수현황,9,지출경비,지출경비,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2015,
고등교육통계,0327,교직원연수현황,10,연수시간,연수시간,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2013,
고등교육통계,0327,교직원연수현황,11,참여인원수,참여인원수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2015,
고등교육통계,0327,교직원연수현황,12,교직원연수횟수,교직원연수횟수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2014,2015,
고등교육통계,0327,교직원연수현황,13,교직원연수시간,교직원연수시간,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2014,2015,
고등교육통계,0328,전임교원임면현황,1,조사년도,조사년도,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2012,candidate
고등교육통계,0328,전임교원임면현황,2,학교구분명,학교구분명,string,string,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2012,candidate
고등교육통계,0328,전임교원임면현황,3,개방ID,개방ID,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2012,candidate
고등교육통계,0328,전임교원임면현황,4,전임교원직위명,전임교원직위명,string,string,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2012,
고등교육통계,0328,전임교원임면현황,5,학기구분명,학기구분명,string,string,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2012,
고등교육통계,0328,전임교원임면현황,6,교직원임용상태명,교직원임용상태명,string,string,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2012,
고등교육통계,0328,전임교원임면현황,7,전임교원임면_교원수,전임교원임면_교원수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2012,
고등교육통계,0401,개설교과현황,1,조사년도,조사년도,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2022,candidate
고등교육통계,0401,개설교과현황,2,학교구분명,학교구분명,string,string,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2022,candidate
고등교육통계,0401,개설교과현황,3,개방ID,개방ID,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2022,candidate
고등교육통계,0401,개설교과현황,4,전문대학계열명,전문대학계열명,string,string,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2022,
고등교육통계,0401,개설교과현황,5,전문대학학년명,전문대학학년명,string,string,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2022,
고등교육통계,0401,개설교과현황,6,시도명,시도명,string,string,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2022,candidate
고등교육통계,0401,개설교과현황,7,총개설강좌수,총개설강좌수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2013,
고등교육통계,0401,개설교과현황,8,총개설시수,총개설시수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2013,
고등교육통계,0401,개설교과현황,9,전임교원담당시수,전임교원담당시수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2022,
고등교육통계,0401,개설교과현황,10,겸임초빙담당시수,겸임초빙담당시수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2022,
고등교육통계,0401,개설교과현황,11,시간강사담당시수,시간강사담당시수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2022,
고등교육통계,0401,개설교과현황,12,개설교과_총수강학생수,개설교과_총수강학생수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2022,
고등교육통계,0401,개설교과현황,13,개설강좌당최대수강학생수,개설강좌당최대수강학생수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2022,
고등교육통계,0401,개설교과현황,14,개설강좌당최소수강학생수,개설강좌당최소수강학생수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2022,
고등교육통계,0401,개설교과현황,15,시수,시수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2022,
고등교육통계,0401,개설교과현황,16,학점수,학점수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2022,
고등교육통계,0401,개설교과현황,17,교과목수,교과목수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2022,
고등교육통계,0401,개설교과현황,18,계열구분명,계열구분명,string,string,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2014,2022,
고등교육통계,0401,개설교과현황,19,개설학과여부,개설학과여부,string,string,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2014,2022,
고등교육통계,0401,개설교과현황,20,조교직원외부직원담당시수,조교직원외부직원담당시수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2014,2022,
고등교육통계,0401,개설교과현황,21,강사담당시수,강사담당시수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2014,2022,
