source,catalog_code,dataset,field_position,original_field_name,korean_meaning,storage_type,observed_value_type,unit,missing_value_definition,observed_missing_tokens,first_year,last_year,identifier_role
고등교육통계,0226,재학생해외연수일반현황,19,호주연수학생수,호주연수학생수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2025,
고등교육통계,0226,재학생해외연수일반현황,20,미국연수학생수,미국연수학생수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2025,
고등교육통계,0227,전문대학_자격증취득현황,1,조사년도,조사년도,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2022,candidate
고등교육통계,0227,전문대학_자격증취득현황,2,학교구분명,학교구분명,string,string,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2022,candidate
고등교육통계,0227,전문대학_자격증취득현황,3,개방ID,개방ID,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2022,candidate
고등교육통계,0227,전문대학_자격증취득현황,4,성별명,성별명,string,string,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2022,
고등교육통계,0227,전문대학_자격증취득현황,5,전문대학계열명,전문대학계열명,string,string,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2022,
고등교육통계,0227,전문대학_자격증취득현황,6,위탁생복수자격취득자수,위탁생복수자격취득자수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2022,
고등교육통계,0227,전문대학_자격증취득현황,7,정원내외복수자격취득자수,정원내외복수자격취득자수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2022,
고등교육통계,0227,전문대학_자격증취득현황,8,위탁생민간자격취득자수,위탁생민간자격취득자수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2022,
고등교육통계,0227,전문대학_자격증취득현황,9,정원내외민간자격취득자수,정원내외민간자격취득자수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2022,
고등교육통계,0227,전문대학_자격증취득현황,10,위탁생국가자격취득자수,위탁생국가자격취득자수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2022,
고등교육통계,0227,전문대학_자격증취득현황,11,정원내외국가자격취득자수,정원내외국가자격취득자수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2022,
고등교육통계,0228,졸업후상황,1,조사년도,조사년도,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2022,candidate
고등교육통계,0228,졸업후상황,2,학교구분명,학교구분명,string,string,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2022,candidate
고등교육통계,0228,졸업후상황,3,개방ID,개방ID,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2022,candidate
고등교육통계,0228,졸업후상황,4,성별명,성별명,string,string,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2022,
고등교육통계,0228,졸업후상황,5,단과대학명,단과대학명,string,string,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2022,
고등교육통계,0228,졸업후상황,6,학과명,학과명,string,string,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2022,candidate
고등교육통계,0228,졸업후상황,7,학과특성명,학과특성명,string,string,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2022,
고등교육통계,0228,졸업후상황,8,졸업후상태구분명,졸업후상태구분명,string,string,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2022,
고등교육통계,0228,졸업후상황,9,졸업후상황_학생수,졸업후상황_학생수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2022,
고등교육통계,0228,졸업후상황,10,학위과정구분명,학위과정구분명,string,string,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2014,2022,
고등교육통계,0228,졸업후상황,11,수업연한명,수업연한명,string,string,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2014,2022,
고등교육통계,0229,졸업후상황_공동운영,1,조사년도,조사년도,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2010,2025,candidate
고등교육통계,0229,졸업후상황_공동운영,2,학교구분명,학교구분명,string,string,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2010,2025,candidate
고등교육통계,0229,졸업후상황_공동운영,3,개방ID,개방ID,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2010,2025,candidate
고등교육통계,0229,졸업후상황_공동운영,4,성별명,성별명,string,string,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2010,2025,
고등교육통계,0229,졸업후상황_공동운영,5,단과대학명,단과대학명,string,string,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,"[""""]",2010,2025,
고등교육통계,0229,졸업후상황_공동운영,6,학과명,학과명,string,string,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2010,2025,candidate
고등교육통계,0229,졸업후상황_공동운영,7,학과특성명,학과특성명,string,string,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,"[""""]",2010,2025,
고등교육통계,0229,졸업후상황_공동운영,8,졸업후상황_공동운영_졸업생수,졸업후상황_공동운영_졸업생수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2010,2025,
고등교육통계,0229,졸업후상황_공동운영,9,학위과정구분명,학위과정구분명,string,string,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2014,2025,
고등교육통계,0229,졸업후상황_공동운영,10,수업연한명,수업연한명,string,string,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2014,2025,
고등교육통계,0229,졸업후상황_공동운영,11,국내외구분명,국내외구분명,string,string,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2014,2025,
고등교육통계,0229,졸업후상황_공동운영,12,졸업후상황_공동운영_4학년재학생수,졸업후상황_공동운영_4학년재학생수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2014,2025,
고등교육통계,0229,졸업후상황_공동운영,13,졸업후상황_공동운영_5학년재학생수,졸업후상황_공동운영_5학년재학생수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2014,2025,
고등교육통계,0229,졸업후상황_공동운영,14,졸업후상황_공동운영_6학년재학생수,졸업후상황_공동운영_6학년재학생수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2014,2025,
고등교육통계,0229,졸업후상황_공동운영,15,7학년재학생수,7학년재학생수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2014,2025,
고등교육통계,0229,졸업후상황_공동운영,16,졸업후상황_공동운영_2학년휴학생수,졸업후상황_공동운영_2학년휴학생수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2014,2025,
고등교육통계,0229,졸업후상황_공동운영,17,졸업후상황_공동운영_3학년휴학생수,졸업후상황_공동운영_3학년휴학생수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2014,2025,
고등교육통계,0229,졸업후상황_공동운영,18,졸업후상황_공동운영_4학년휴학생수,졸업후상황_공동운영_4학년휴학생수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2014,2025,
고등교육통계,0229,졸업후상황_공동운영,19,졸업후상황_공동운영_5학년휴학생수,졸업후상황_공동운영_5학년휴학생수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2014,2025,
고등교육통계,0229,졸업후상황_공동운영,20,졸업후상황_공동운영_6학년휴학생수,졸업후상황_공동운영_6학년휴학생수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2014,2025,
고등교육통계,0229,졸업후상황_공동운영,21,졸업후상황_공동운영_3학년재학생수,졸업후상황_공동운영_3학년재학생수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2014,2025,
고등교육통계,0229,졸업후상황_공동운영,22,졸업후상황_공동운영_2학년재학생수,졸업후상황_공동운영_2학년재학생수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2014,2025,
고등교육통계,0229,졸업후상황_공동운영,23,졸업후상황_공동운영_1학년재학생수,졸업후상황_공동운영_1학년재학생수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2014,2025,
고등교육통계,0230,지원자및입학현황,1,조사년도,조사년도,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2025,candidate
고등교육통계,0230,지원자및입학현황,2,학교구분명,학교구분명,string,string,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2025,candidate
고등교육통계,0230,지원자및입학현황,3,개방ID,개방ID,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2025,candidate
고등교육통계,0230,지원자및입학현황,4,성별명,성별명,string,string,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2025,
고등교육통계,0230,지원자및입학현황,5,단과대학명,단과대학명,string,string,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,"[""""]",2009,2025,
고등교육통계,0230,지원자및입학현황,6,학과명,학과명,string,string,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2025,candidate
고등교육통계,0230,지원자및입학현황,7,학과특성명,학과특성명,string,string,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,"[""""]",2009,2025,
고등교육통계,0230,지원자및입학현황,8,지원자입학생종류명,지원자입학생종류명,string,string,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2025,
고등교육통계,0230,지원자및입학현황,9,지원자입학생구분명,지원자입학생구분명,string,string,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2025,
고등교육통계,0230,지원자및입학현황,10,지원자및입학_학생수,지원자및입학_학생수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2025,
고등교육통계,0230,지원자및입학현황,11,학위과정구분명,학위과정구분명,string,string,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2014,2025,
고등교육통계,0230,지원자및입학현황,12,수업연한명,수업연한명,string,string,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2014,2025,
고등교육통계,0231,지원자및입학현황_대학원,1,조사년도,조사년도,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2025,candidate
고등교육통계,0231,지원자및입학현황_대학원,2,학교구분명,학교구분명,string,string,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2025,candidate
고등교육통계,0231,지원자및입학현황_대학원,3,개방ID,개방ID,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2025,candidate
고등교육통계,0231,지원자및입학현황_대학원,4,석박사구분명,석박사구분명,string,string,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,"[""""]",2009,2025,
고등교육통계,0231,지원자및입학현황_대학원,5,성별명,성별명,string,string,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2025,
고등교육통계,0231,지원자및입학현황_대학원,6,단과대학명,단과대학명,string,string,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,"[""""]",2009,2025,
고등교육통계,0231,지원자및입학현황_대학원,7,학과명,학과명,string,string,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2025,candidate
고등교육통계,0231,지원자및입학현황_대학원,8,학과특성명,학과특성명,string,string,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,"[""""]",2009,2025,
고등교육통계,0231,지원자및입학현황_대학원,9,지원자및입학_대학원_입학생수,지원자및입학_대학원_입학생수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2013,
고등교육통계,0231,지원자및입학현황_대학원,10,지원자수,지원자수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2013,
고등교육통계,0231,지원자및입학현황_대학원,11,학위과정구분명,학위과정구분명,string,string,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2014,2025,
고등교육통계,0231,지원자및입학현황_대학원,12,수업연한명,수업연한명,string,string,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2014,2025,
고등교육통계,0231,지원자및입학현황_대학원,13,정원외입학생수,정원외입학생수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2014,2025,
고등교육통계,0231,지원자및입학현황_대학원,14,정원외지원자수,정원외지원자수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2014,2025,
고등교육통계,0231,지원자및입학현황_대학원,15,정원내입학생수,정원내입학생수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2014,2025,
고등교육통계,0231,지원자및입학현황_대학원,16,정원내지원자수,정원내지원자수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2014,2025,
고등교육통계,0232,직업별신입및편입생현황,1,조사년도,조사년도,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2022,candidate
고등교육통계,0232,직업별신입및편입생현황,2,학교구분명,학교구분명,string,string,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2022,candidate
고등교육통계,0232,직업별신입및편입생현황,3,개방ID,개방ID,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2022,candidate
고등교육통계,0232,직업별신입및편입생현황,4,성별명,성별명,string,string,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2022,
고등교육통계,0232,직업별신입및편입생현황,5,단과대학명,단과대학명,string,string,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2022,
고등교육통계,0232,직업별신입및편입생현황,6,학과명,학과명,string,string,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2022,candidate
고등교육통계,0232,직업별신입및편입생현황,7,학과특성명,학과특성명,string,string,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2022,
고등교육통계,0232,직업별신입및편입생현황,8,수업형태명,수업형태명,string,string,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2022,
고등교육통계,0232,직업별신입및편입생현황,9,직업별신입및편입생_편입생수,직업별신입및편입생_편입생수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2022,
고등교육통계,0232,직업별신입및편입생현황,10,신입생수,신입생수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2022,
고등교육통계,0232,직업별신입및편입생현황,11,학위과정구분명,학위과정구분명,string,string,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2014,2022,
고등교육통계,0232,직업별신입및편입생현황,12,수업연한명,수업연한명,string,string,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2014,2022,
고등교육통계,0233,직업별학생현황_방송통신대,1,조사년도,조사년도,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2022,candidate
고등교육통계,0233,직업별학생현황_방송통신대,2,학교구분명,학교구분명,string,string,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2022,candidate
고등교육통계,0233,직업별학생현황_방송통신대,3,개방ID,개방ID,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2022,candidate
고등교육통계,0233,직업별학생현황_방송통신대,4,성별명,성별명,string,string,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2022,
고등교육통계,0233,직업별학생현황_방송통신대,5,단과대학명,단과대학명,string,string,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2022,
고등교육통계,0233,직업별학생현황_방송통신대,6,학과명,학과명,string,string,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2022,candidate
고등교육통계,0233,직업별학생현황_방송통신대,7,학과특성명,학과특성명,string,string,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2022,
고등교육통계,0233,직업별학생현황_방송통신대,8,수업형태명,수업형태명,string,string,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2022,
고등교육통계,0233,직업별학생현황_방송통신대,9,직업별학생_방송통신대_학생수,직업별학생_방송통신대_학생수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2022,
고등교육통계,0233,직업별학생현황_방송통신대,10,학위과정구분명,학위과정구분명,string,string,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2014,2022,
고등교육통계,0233,직업별학생현황_방송통신대,11,수업연한명,수업연한명,string,string,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2014,2022,
고등교육통계,0234,학과별외국인유학생현황,1,조사년도,조사년도,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2010,2022,candidate
고등교육통계,0234,학과별외국인유학생현황,2,학교구분명,학교구분명,string,string,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2010,2022,candidate
고등교육통계,0234,학과별외국인유학생현황,3,개방ID,개방ID,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2010,2022,candidate
고등교육통계,0234,학과별외국인유학생현황,4,단과대학명,단과대학명,string,string,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2010,2022,
고등교육통계,0234,학과별외국인유학생현황,5,학과명,학과명,string,string,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2010,2022,candidate
고등교육통계,0234,학과별외국인유학생현황,6,학과특성명,학과특성명,string,string,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2010,2022,
고등교육통계,0234,학과별외국인유학생현황,7,학과별외국인유학생_재적학생수,학과별외국인유학생_재적학생수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2010,2013,
고등교육통계,0234,학과별외국인유학생현황,8,학과별외국인유학생_휴학생수,학과별외국인유학생_휴학생수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2010,2013,
고등교육통계,0234,학과별외국인유학생현황,9,학과별외국인유학생_재학생수,학과별외국인유학생_재학생수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2010,2013,
고등교육통계,0234,학과별외국인유학생현황,10,학위과정구분명,학위과정구분명,string,string,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2014,2022,
고등교육통계,0234,학과별외국인유학생현황,11,수업연한명,수업연한명,string,string,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2014,2022,
고등교육통계,0234,학과별외국인유학생현황,12,재적구분명,재적구분명,string,string,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2014,2022,
고등교육통계,0234,학과별외국인유학생현황,13,5학년남학생수,5학년남학생수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2014,2022,
고등교육통계,0234,학과별외국인유학생현황,14,6학년남학생수,6학년남학생수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2014,2022,
고등교육통계,0234,학과별외국인유학생현황,15,1학년여학생수,1학년여학생수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2014,2022,
고등교육통계,0234,학과별외국인유학생현황,16,2학년여학생수,2학년여학생수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2014,2022,
고등교육통계,0234,학과별외국인유학생현황,17,3학년여학생수,3학년여학생수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2014,2022,
고등교육통계,0234,학과별외국인유학생현황,18,4학년여학생수,4학년여학생수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2014,2022,
고등교육통계,0234,학과별외국인유학생현황,19,5학년여학생수,5학년여학생수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2014,2022,
고등교육통계,0234,학과별외국인유학생현황,20,6학년여학생수,6학년여학생수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2014,2022,
고등교육통계,0234,학과별외국인유학생현황,21,남자졸업생수,남자졸업생수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2014,2022,
고등교육통계,0234,학과별외국인유학생현황,22,여자졸업생수,여자졸업생수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2014,2022,
고등교육통계,0234,학과별외국인유학생현황,23,4학년남학생수,4학년남학생수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2014,2022,
고등교육통계,0234,학과별외국인유학생현황,24,3학년남학생수,3학년남학생수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2014,2022,
고등교육통계,0234,학과별외국인유학생현황,25,2학년남학생수,2학년남학생수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2014,2022,
고등교육통계,0234,학과별외국인유학생현황,26,1학년남학생수,1학년남학생수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2014,2022,
고등교육통계,0235,학과별외국인유학생현황_대학원,1,조사년도,조사년도,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2010,2022,candidate
고등교육통계,0235,학과별외국인유학생현황_대학원,2,학교구분명,학교구분명,string,string,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2010,2022,candidate
고등교육통계,0235,학과별외국인유학생현황_대학원,3,개방ID,개방ID,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2010,2022,candidate
고등교육통계,0235,학과별외국인유학생현황_대학원,4,단과대학명,단과대학명,string,string,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2010,2022,
고등교육통계,0235,학과별외국인유학생현황_대학원,5,학과명,학과명,string,string,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2010,2022,candidate
고등교육통계,0235,학과별외국인유학생현황_대학원,6,학과특성명,학과특성명,string,string,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2010,2022,
고등교육통계,0235,학과별외국인유학생현황_대학원,7,학과별외국인유학생_대학원_재학생수,학과별외국인유학생_대학원_재학생수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2010,2013,
고등교육통계,0235,학과별외국인유학생현황_대학원,8,학과별외국인유_대학원_재적학생수,학과별외국인유_대학원_재적학생수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2010,2013,
고등교육통계,0235,학과별외국인유학생현황_대학원,9,학과별외국인유학생_대학원_휴학생수,학과별외국인유학생_대학원_휴학생수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2010,2013,
고등교육통계,0235,학과별외국인유학생현황_대학원,10,학위과정구분명,학위과정구분명,string,string,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2014,2022,
고등교육통계,0235,학과별외국인유학생현황_대학원,11,수업연한명,수업연한명,string,string,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2014,2022,
고등교육통계,0235,학과별외국인유학생현황_대학원,12,재적구분명,재적구분명,string,string,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2014,2022,
고등교육통계,0235,학과별외국인유학생현황_대학원,13,석박사통합과정여자재학생수,석박사통합과정여자재학생수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2014,2022,
고등교육통계,0235,학과별외국인유학생현황_대학원,14,박사과정여자재학생수,박사과정여자재학생수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2014,2022,
고등교육통계,0235,학과별외국인유학생현황_대학원,15,석사과정여자재학생수,석사과정여자재학생수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2014,2022,
고등교육통계,0235,학과별외국인유학생현황_대학원,16,석박사통합과정남자재학생수,석박사통합과정남자재학생수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2014,2022,
고등교육통계,0235,학과별외국인유학생현황_대학원,17,박사과정남자재학생수,박사과정남자재학생수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2014,2022,
고등교육통계,0235,학과별외국인유학생현황_대학원,18,석사과정남자재학생수,석사과정남자재학생수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2014,2022,
고등교육통계,0236,학교본분교현황,1,조사년도,조사년도,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2025,candidate
고등교육통계,0236,학교본분교현황,2,학교구분명,학교구분명,string,string,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2025,candidate
고등교육통계,0236,학교본분교현황,3,개방ID,개방ID,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2025,candidate
고등교육통계,0236,학교본분교현황,4,대학원대학수,대학원대학수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2025,
고등교육통계,0236,학교본분교현황,5,분교학교수,분교학교수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2025,
고등교육통계,0236,학교본분교현황,6,본교학교수,본교학교수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2025,
