_panel_year,개방ID,_0101_exists,_0101_match_status,_review_status,_0101_source_row_count,_0101_branch_count,_0101_branch_names,_0101_province_count,_0101_provinces,_0101_region_count,_0101_regions,_0101_school_type_count,_0101_school_types,_0101_campus_scope,_source_dataset_count,_source_catalog_codes,_source_row_count
2009,1924267768,true,matched,not_required,1,1,본교,1,서울,1,서울 서대문구,1,대학원,single_campus,5,0101|0105|0502|0601|1014,7
2009,1930877268,true,matched,not_required,1,1,본교,1,경북,1,경북 안동시,1,전문대학,single_campus,9,0101|0305|0310|0316|0601|0714|1014|1016|1207,527
2009,1949138283,true,matched,not_required,1,1,본교,1,서울,1,서울 서대문구,1,대학,single_campus,5,0101|0103|0305|0601|1014,51
2009,1955403387,true,matched,not_required,1,1,본교,1,경북,1,경북 경산시,1,대학원,single_campus,3,0101|0105|0502,4
2009,1966331779,true,matched,not_required,1,1,본교,1,경남,1,경남 창원시,1,대학원,single_campus,2,0101|0105,3
2009,1971639871,true,matched,not_required,1,1,본교,1,서울,1,서울 서대문구,1,대학원,single_campus,2,0101|0105,2
2009,1976607322,true,matched,not_required,1,1,본교,1,대전,1,대전 유성구,1,대학원,single_campus,2,0101|0105,3
2009,1983657777,true,matched,not_required,1,1,본교,1,서울,1,서울 종로구,1,대학원,single_campus,3,0101|0105|0502,7
2009,1993808865,true,matched,not_required,1,1,본교,1,부산,1,부산 부산진구,1,전문대학,single_campus,9,0101|0305|0310|0316|0601|0714|1014|1016|1207,849
2009,1997641742,true,matched,not_required,1,1,본교,1,광주,1,광주 동구,1,대학원,single_campus,5,0101|0105|0502|0601|1014,5
2009,1999818623,true,matched,not_required,1,1,본교,1,경기,1,경기 양평군,1,대학원,single_campus,2,0101|0105,2
2009,2002379596,true,matched,not_required,1,1,본교,1,서울,1,서울 노원구,1,대학원,single_campus,2,0101|0105,3
2009,2009726166,true,matched,not_required,1,1,본교,1,서울,1,서울 성북구,1,대학원,single_campus,2,0101|0105,3
2009,2025592505,true,matched,not_required,1,1,본교,1,경북,1,경북 경산시,1,대학원,single_campus,3,0101|0105|0502,5
2009,2030089497,true,matched,not_required,1,1,본교,1,서울,1,서울 노원구,1,대학,single_campus,12,0101|0103|0305|0310|0316|0502|0503|0601|0714|1014|1016|1207,1227
2009,2031110882,true,matched,not_required,1,1,본교,1,광주,1,광주 광산구,1,대학원,single_campus,1,0101,1
2009,2033700287,true,matched,not_required,1,1,본교,1,서울,1,서울 서대문구,1,대학,single_campus,12,0101|0103|0305|0310|0316|0502|0503|0601|0714|1014|1016|1207,161
2009,2037459135,true,matched,not_required,1,1,본교,1,부산,1,부산 남구,1,대학원,single_campus,2,0101|0105,2
2009,2040934205,true,matched,not_required,1,1,본교,1,광주,1,광주 북구,1,대학,single_campus,12,0101|0103|0305|0310|0316|0502|0503|0601|0714|1014|1016|1207,80
2009,2043681859,false,before_base_first_seen,unresolved_temporal_boundary,0,0,,0,,0,,0,,not_observed,8,0305|0310|0316|0601|0714|1014|1016|1207,16
2009,2049241006,true,matched,not_required,1,1,제2캠퍼스,1,서울,1,서울 서대문구,1,대학원,single_campus,5,0101|0105|0502|0601|1014,10
2009,2059357762,true,matched,not_required,1,1,본교,1,경기,1,경기 용인시,1,대학원,single_campus,5,0101|0105|0502|0601|1014,12
2009,2063185811,true,matched,not_required,1,1,제2캠퍼스,1,서울,1,서울 서대문구,1,대학원,single_campus,2,0101|0105,3
