province,parent_school_name,parent_resolution_method,graduate_school_identity_count,department_count,graduate_school_kinds,component_school_names
충남,한국기술교육대학교,longest_undergraduate_name_prefix,2,12,전문대학원|특수대학원,한국기술교육대학교 IT융합과학경영산업대학원|한국기술교육대학교테크노인력개발전문대학원
충남,한국전통문화대학교,longest_undergraduate_name_prefix,1,2,전문대학원,한국전통문화대학교 문화유산전문대학원
충남,한서대학교,longest_undergraduate_name_prefix,6,21,전문대학원|특수대학원,한서대학교 국제디자인융합전문대학원|한서대학교 국제예술디자인대학원|한서대학교 항공융합대학원|한서대학교 항공정보산업대학원|한서대학교건강증진대학원|한서대학교교육대학원
충남,호서대학교,longest_undergraduate_name_prefix,7,22,전문대학원|특수대학원,호서대학교 경영대학원|호서대학교 교육대학원|호서대학교 기술경영전문대학원|호서대학교 문화복지상담대학원|호서대학교 산학융합대학원|호서대학교 스포츠과학대학원|호서대학교 연합신학전문대학원
충북,가톨릭꽃동네대학교,longest_undergraduate_name_prefix,1,4,특수대학원,가톨릭꽃동네대학교 사회복지카리타스대학원
충북,건국대학교,longest_undergraduate_name_prefix,3,5,전문대학원|특수대학원,건국대학교 교육대학원|건국대학교 의학전문대학원|건국대학교 창의융합대학원
충북,극동대학교,longest_undergraduate_name_prefix,4,10,특수대학원,극동대학교 글로벌대학원|극동대학교 보건과학대학원|극동대학교 산업기술보안대학원|극동대학교교육대학원
충북,서원대학교,longest_undergraduate_name_prefix,2,10,특수대학원,서원대학교교육대학원|서원대학교산업대학원
충북,세명대학교,longest_undergraduate_name_prefix,3,4,특수대학원,세명대학교 경영행정복지대학원|세명대학교 저널리즘대학원|세명대학교 저널리즘스쿨대학원
충북,유원대학교,longest_undergraduate_name_prefix,1,5,특수대학원,유원대학교산업정보대학원
충북,중원대학교,longest_undergraduate_name_prefix,2,9,특수대학원,중원대학교 사회문화대학원|중원대학교 평생학습대학원
충북,청주교육대학교,longest_undergraduate_name_prefix,1,22,특수대학원,청주교육대학교교육대학원
충북,청주대학교,longest_undergraduate_name_prefix,5,18,특수대학원,청주대학교 보건의료대학원|청주대학교 사회복지·공공정책대학원|청주대학교 사회복지행정대학원|청주대학교 융합신기술대학원|청주대학교산업경영대학원
충북,충북대학교,longest_undergraduate_name_prefix,7,23,전문대학원|특수대학원,충북대학교 교육대학원|충북대학교 법무대학원|충북대학교 법학전문대학원|충북대학교 북방농업대학원|충북대학교 산업대학원|충북대학교 세종 국가정책대학원|충북대학교경영대학원
충북,한국교원대학교,longest_undergraduate_name_prefix,2,57,전문대학원|특수대학원,한국교원대학교 교육정책전문대학원|한국교원대학교교육대학원
충북,한국교통대학교,longest_undergraduate_name_prefix,2,17,특수대학원,한국교통대학교 교육대학원|한국교통대학교 글로벌융합대학원
